0.000000, 0.926605 
0.000452, 0.648175 
0.000904, 0.855992 
0.001357, 1.572681 
0.001809, 2.791704 
0.002262, 3.114705 
0.002714, 1.049544 
0.003167, 0.933750 
0.003620, 0.797527 
0.004073, 0.731735 
0.004526, 1.245895 
0.004979, 0.322838 
0.005432, 1.480854 
0.005885, 0.348326 
0.006339, 1.431010 
0.006792, 1.407059 
0.007246, 2.355471 
0.007700, 2.853570 
0.008153, 2.133859 
0.008607, 2.133138 
0.009061, 2.261866 
0.009515, 2.151281 
0.009970, 3.232305 
0.010424, 6.727697 
0.010878, 4.289661 
0.011333, 3.202947 
0.011787, 1.703630 
0.012242, 0.874454 
0.012697, 0.833990 
0.013151, 0.944303 
0.013606, 1.111548 
0.014061, 1.273773 
0.014517, 1.255709 
0.014972, 0.788592 
0.015427, 0.991372 
0.015883, 1.356284 
0.016338, 1.747078 
0.016794, 1.675426 
0.017249, 1.218772 
0.017705, 1.117805 
0.018161, 1.402094 
0.018617, 1.249733 
0.019073, 1.320329 
0.019529, 2.535299 
0.019986, 2.942355 
0.020442, 1.780915 
0.020899, 1.270114 
0.021355, 0.872771 
0.021812, 0.364723 
0.022269, 0.327208 
0.022726, 0.334441 
0.023183, 0.222280 
0.023640, 0.224151 
0.024097, 0.348647 
0.024554, 0.430947 
0.025012, 0.414659 
0.025469, 0.490040 
0.025927, 0.808140 
0.026385, 0.909282 
0.026842, 1.148615 
0.027300, 2.381953 
0.027758, 6.145924 
0.028216, 3.904135 
0.028675, 0.917810 
0.029133, 0.814209 
0.029591, 0.852230 
0.030050, 0.736518 
0.030508, 0.514352 
0.030967, 0.741514 
0.031426, 0.826847 
0.031885, 1.073394 
0.032344, 1.499753 
0.032803, 1.604139 
0.033262, 1.794981 
0.033721, 1.928476 
0.034181, 1.396251 
0.034640, 1.961663 
0.035100, 0.894091 
0.035560, 1.355279 
0.036019, 1.923013 
0.036479, 1.964540 
0.036939, 3.995319 
0.037399, 2.453677 
0.037860, 1.366165 
0.038320, 3.169206 
0.038780, 6.541790 
0.039241, 3.499696 
0.039701, 0.798425 
0.040162, 0.759863 
0.040623, 0.302354 
0.041084, 0.973432 
0.041545, 0.296554 
0.042006, 0.595539 
0.042467, 0.993230 
0.042929, 1.129470 
0.043390, 0.720036 
0.043852, 0.888678 
0.044313, 0.431114 
0.044775, 0.303208 
0.045237, 0.196912 
0.045699, 0.164304 
0.046161, 0.190257 
0.046623, 0.365942 
0.047085, 0.331656 
0.047548, 0.652904 
0.048010, 0.699833 
0.048473, 0.533455 
0.048936, 0.857564 
0.049398, 0.659033 
0.049861, 0.163816 
0.050324, 0.403639 
0.050787, 0.110951 
0.051251, 0.191072 
0.051714, 0.406877 
0.052177, 0.459956 
0.052641, 0.637651 
0.053104, 0.922072 
0.053568, 0.658367 
0.054032, 0.587680 
0.054496, 0.616904 
0.054960, 0.741589 
0.055424, 1.524975 
0.055888, 0.936336 
0.056353, 0.433066 
0.056817, 0.450772 
0.057282, 0.436991 
0.057747, 0.471992 
0.058211, 0.237222 
0.058676, 0.603261 
0.059141, 0.659940 
0.059606, 0.677794 
0.060072, 0.734492 
0.060537, 1.242251 
0.061002, 1.773189 
0.061468, 1.353264 
0.061933, 1.090415 
0.062399, 1.000365 
0.062865, 1.034940 
0.063331, 0.553996 
0.063797, 0.522677 
0.064263, 0.628983 
0.064730, 1.277216 
0.065196, 1.483048 
0.065662, 1.685766 
0.066129, 1.881594 
0.066596, 1.986384 
0.067063, 1.338016 
0.067529, 1.322781 
0.067996, 1.271575 
0.068464, 0.992061 
0.068931, 1.209640 
0.069398, 1.466426 
0.069866, 0.895736 
0.070333, 1.337786 
0.070801, 1.230421 
0.071269, 0.531895 
0.071737, 0.462467 
0.072205, 0.689462 
0.072673, 0.771483 
0.073141, 0.931851 
0.073609, 1.945652 
0.074078, 6.359977 
0.074546, 4.429684 
0.075015, 1.042161 
0.075484, 0.390794 
0.075953, 1.130709 
0.076422, 0.627628 
0.076891, 1.010645 
0.077360, 1.421581 
0.077829, 1.306284 
0.078299, 1.235444 
0.078768, 1.238683 
0.079238, 0.606463 
0.079708, 0.950731 
0.080177, 1.099670 
0.080647, 1.148772 
0.081118, 6.252934 
0.081588, 5.486404 
0.082058, 1.351441 
0.082529, 1.447339 
0.082999, 1.067906 
0.083470, 0.513977 
0.083940, 0.602777 
0.084411, 0.789128 
0.084882, 0.584402 
0.085353, 0.869507 
0.085825, 0.610693 
0.086296, 0.240629 
0.086767, 0.337368 
0.087239, 0.157484 
0.087710, 0.359480 
0.088182, 0.229238 
0.088654, 0.197797 
0.089126, 0.277375 
0.089598, 0.571811 
0.090070, 0.629361 
0.090543, 0.575146 
0.091015, 0.407881 
0.091488, 0.164942 
0.091960, 0.269843 
0.092433, 0.159782 
0.092906, 0.055384 
0.093379, 0.386830 
0.093852, 0.008332 
0.094325, 0.289557 
0.094799, 0.021115 
0.095272, 0.059849 
0.095746, 0.103205 
0.096219, 0.078686 
0.096693, 0.218234 
0.097167, 0.338593 
0.097641, 0.252403 
0.098115, 0.225397 
0.098590, 0.308640 
0.099064, 0.495575 
0.099538, 0.943281 
0.100013, 1.506649 
0.100488, 1.490293 
0.100962, 1.508827 
0.101437, 1.717971 
0.101912, 1.366903 
0.102388, 1.166923 
0.102863, 2.452428 
0.103338, 2.597140 
0.103814, 1.723194 
0.104289, 1.735685 
0.104765, 1.178739 
0.105241, 1.211802 
0.105717, 1.112067 
0.106193, 0.885475 
0.106669, 1.012261 
0.107146, 1.554238 
0.107622, 1.596841 
0.108099, 0.874102 
0.108575, 0.774463 
0.109052, 0.963804 
0.109529, 1.185410 
0.110006, 0.887089 
0.110483, 0.427332 
0.110960, 0.581000 
0.111438, 0.800082 
0.111915, 1.052874 
0.112393, 1.060790 
0.112871, 0.667508 
0.113348, 0.536345 
0.113826, 0.683813 
0.114304, 1.412114 
0.114783, 1.593211 
0.115261, 1.140403 
0.115739, 1.152591 
0.116218, 1.326158 
0.116696, 1.517477 
0.117175, 0.965946 
0.117654, 0.890520 
0.118133, 0.659731 
0.118612, 1.103342 
0.119092, 1.708094 
0.119571, 1.782040 
0.120050, 1.440863 
0.120530, 1.305330 
0.121010, 2.459013 
0.121490, 1.890760 
0.121970, 1.041515 
0.122450, 0.779342 
0.122930, 0.490496 
0.123410, 0.156967 
0.123891, 1.381875 
0.124371, 3.565771 
0.124852, 1.216076 
0.125333, 0.880973 
0.125814, 0.585996 
0.126295, 1.055433 
0.126776, 0.776362 
0.127257, 0.779837 
0.127738, 1.187077 
0.128220, 0.707542 
0.128702, 0.728819 
0.129183, 1.321751 
0.129665, 0.603655 
0.130147, 0.785478 
0.130629, 0.793691 
0.131112, 0.520680 
0.131594, 0.850546 
0.132076, 0.900226 
0.132559, 0.865560 
0.133042, 0.782071 
0.133525, 0.283148 
0.134008, 0.173477 
0.134491, 0.513169 
0.134974, 2.658782 
0.135457, 1.427703 
0.135941, 0.280696 
0.136424, 0.904631 
0.136908, 3.062023 
0.137392, 3.530313 
0.137876, 1.396497 
0.138360, 0.708778 
0.138844, 0.911232 
0.139328, 1.207750 
0.139813, 0.965848 
0.140297, 0.704909 
0.140782, 0.603988 
0.141267, 0.453711 
0.141752, 0.632584 
0.142237, 0.727825 
0.142722, 0.543443 
0.143207, 0.259793 
0.143693, 0.131097 
0.144178, 0.161358 
0.144664, 0.255145 
0.145150, 0.224223 
0.145636, 0.315008 
0.146122, 0.198029 
0.146608, 0.489918 
0.147094, 0.750792 
0.147581, 0.567768 
0.148067, 0.488435 
0.148554, 0.395542 
0.149041, 0.378186 
0.149527, 1.149961 
0.150014, 1.685195 
0.150502, 2.239386 
0.150989, 1.879230 
0.151476, 1.395645 
0.151964, 0.483212 
0.152452, 0.983521 
0.152939, 0.166442 
0.153427, 0.421642 
0.153915, 0.247135 
0.154404, 0.257893 
0.154892, 1.010403 
0.155380, 2.598983 
0.155869, 5.485857 
0.156357, 2.190104 
0.156846, 0.938039 
0.157335, 0.663720 
0.157824, 1.060576 
0.158313, 0.341663 
0.158803, 0.317801 
0.159292, 0.656602 
0.159782, 0.197331 
0.160271, 0.722817 
0.160761, 0.447981 
0.161251, 0.981078 
0.161741, 0.478648 
0.162231, 1.332940 
0.162722, 1.260498 
0.163212, 1.597097 
0.163703, 1.835600 
0.164194, 1.724622 
0.164684, 1.441821 
0.165175, 2.010811 
0.165666, 2.486648 
0.166158, 1.565746 
0.166649, 0.793935 
0.167141, 0.568414 
0.167632, 0.897309 
0.168124, 0.697855 
0.168616, 0.474713 
0.169108, 0.950802 
0.169600, 0.637186 
0.170092, 0.640287 
0.170585, 0.419247 
0.171077, 0.446334 
0.171570, 0.604276 
0.172063, 0.623917 
0.172555, 0.700385 
0.173048, 0.800150 
0.173542, 0.835771 
0.174035, 0.993733 
0.174528, 0.743976 
0.175022, 0.523213 
0.175516, 1.253943 
0.176009, 0.943702 
0.176503, 1.422414 
0.176998, 1.840796 
0.177492, 3.289762 
0.177986, 11.321724 
0.178481, 6.382998 
0.178975, 6.219523 
0.179470, 13.608899 
0.179965, 19.325550 
0.180460, 7.034457 
0.180955, 4.031891 
0.181450, 2.960761 
0.181946, 0.510963 
0.182441, 0.649768 
0.182937, 0.555962 
0.183433, 1.218024 
0.183929, 1.912431 
0.184425, 2.286108 
0.184921, 2.250092 
0.185417, 0.605011 
0.185914, 2.122613 
0.186410, 1.580722 
0.186907, 1.646732 
0.187404, 3.002263 
0.187901, 3.502200 
0.188398, 4.537199 
0.188895, 6.311665 
0.189393, 4.145946 
0.189890, 2.108140 
0.190388, 1.188230 
0.190886, 0.943785 
0.191383, 0.870726 
0.191882, 0.688086 
0.192380, 1.012178 
0.192878, 1.348168 
0.193377, 1.510120 
0.193875, 1.468983 
0.194374, 0.901138 
0.194873, 0.772551 
0.195372, 1.022217 
0.195871, 1.716367 
0.196370, 1.483925 
0.196870, 0.499508 
0.197369, 0.209685 
0.197869, 0.135168 
0.198369, 0.623224 
0.198869, 0.696260 
0.199369, 0.669991 
